Organisation Code,Organisation Name,All Procedures - Total HES Procedures,All Procedures - Total Pre-Op Qs,All Procedures - Participation Rate,All Procedures - Total Linked,All Procedures - Linkage rate,All Procedures - Total Q2s sent to date,All Procedures - Issue rate,All Procedures - Total Q2s returned to date,All Procedures - Response rate,Hip Replacement - Total HES Procedures,Hip Replacement - Total Pre-Op Qs,Hip Replacement - Participation Rate,Hip Replacement - Total Linked,Hip Replacement - Linkage rate,Hip Replacement - Total Q2s sent to date,Hip Replacement - Issue rate,Hip Replacement - Total Q2s returned to date,Hip Replacement - Response rate,Primary Hip Replacement - Total HES Procedures,Primary Hip Replacement - Total Pre-Op Qs,Primary Hip Replacement - Participation Rate,Primary Hip Replacement - Total Linked,Primary Hip Replacement - Linkage rate,Primary Hip Replacement - Total Q2s sent to date,Primary Hip Replacement - Issue rate,Primary Hip Replacement - Total Q2s returned to date,Primary Hip Replacement - Response rate,Revision Hip Replacement - Total HES Procedures,Revision Hip Replacement - Total Pre-Op Qs,Revision Hip Replacement - Participation Rate,Revision Hip Replacement - Total Linked,Revision Hip Replacement - Linkage rate,Revision Hip Replacement - Total Q2s sent to date,Revision Hip Replacement - Issue rate,Revision Hip Replacement - Total Q2s returned to date,Revision Hip Replacement - Response rate,Knee Replacement - Total HES Procedures,Knee Replacement - Total Pre-Op Qs,Knee Replacement - Participation Rate,Knee Replacement - Total Linked,Knee Replacement - Linkage rate,Knee Replacement - Total Q2s sent to date,Knee Replacement - Issue rate,Knee Replacement - Total Q2s returned to date,Knee Replacement - Response rate,Primary Knee Replacement - Total HES Procedures,Primary Knee Replacement - Total Pre-Op Qs,Primary Knee Replacement - Participation Rate,Primary Knee Replacement - Total Linked,Primary Knee Replacement - Linkage rate,Primary Knee Replacement - Total Q2s sent to date,Primary Knee Replacement - Issue rate,Primary Knee Replacement - Total Q2s returned to date,Primary Knee Replacement - Response rate,Revision Knee Replacement - Total HES Procedures,Revision Knee Replacement - Total Pre-Op Qs,Revision Knee Replacement - Participation Rate,Revision Knee Replacement - Total Linked,Revision Knee Replacement - Linkage rate,Revision Knee Replacement - Total Q2s sent to date,Revision Knee Replacement - Issue rate,Revision Knee Replacement - Total Q2s returned to date,Revision Knee Replacement - Response rate
NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",54,55,1.0185185,43,0.7818182,55,1,39,0.7090909,25,27,1.08,20,0.7407407,27,1,19,0.7037037,25,20,0.8,20,1,20,1,16,0.8,0,0,0,0,0,0,0,0,0,29,28,0.9655172,23,0.8214286,28,1,20,0.7142857,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",277,256,0.9241877,227,0.8867188,255,0.9960938,214,0.8392157,134,115,0.858209,111,0.9652174,114,0.9913043,96,0.8421053,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,143,141,0.986014,116,0.822695,141,1,118,0.8368794,143,116,0.8111888,116,1,116,1,99,0.8534483,0,0,0,0,0,0,0,0,0
NT245,"NUFFIELD HEALTH, YORK HOSPITAL",300,336,1.12,294,0.875,334,0.9940476,294,0.8802395,151,150,0.9933775,144,0.96,149,0.9933333,129,0.8657718,145,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,149,186,1.2483221,150,0.8064516,185,0.9946237,165,0.8918919,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),178,202,1.1348315,176,0.8712871,202,1,155,0.7673267,143,151,1.0559441,144,0.9536424,151,1,114,0.7549669,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,51,1.4571429,32,0.627451,51,1,41,0.8039216,35,32,0.9142857,32,1,32,1,26,0.8125,0,0,0,0,0,0,0,0,0
NVC12,OAKLANDS HOSPITAL,439,349,0.7949886,309,0.8853868,348,0.9971347,241,0.6925287,158,128,0.8101266,121,0.9453125,128,1,92,0.71875,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,281,221,0.7864769,188,0.8506787,220,0.9954751,149,0.6772727,*,188,0.6714286,*,1,188,1,134,0.712766,*,0,*,0,0,0,0,0,0
NVC13,OAKS HOSPITAL,366,371,1.0136612,323,0.8706199,369,0.9946092,305,0.8265583,161,175,1.0869565,150,0.8571429,174,0.9942857,140,0.8045977,161,150,0.931677,150,1,150,1,125,0.8333333,0,0,0,0,0,0,0,0,0,205,196,0.9560976,173,0.8826531,195,0.994898,165,0.8461538,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NTX12,ONE HEALTH GROUP CLINIC - CLAREMONT,56,109,1.9464286,33,0.3027523,109,1,99,0.9082569,16,44,2.75,9,0.2045455,44,1,41,0.9318182,16,9,0.5625,9,1,9,1,9,1,0,0,0,0,0,0,0,0,0,40,65,1.625,24,0.3692308,65,1,58,0.8923077,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NTX11,ONE HEALTH GROUP CLINIC - THORNBURY,174,294,1.6896552,123,0.4183673,293,0.9965986,214,0.7303754,83,145,1.746988,62,0.4275862,145,1,106,0.7310345,*,62,*,62,1,62,1,43,0.6935484,*,0,*,0,0,0,0,0,0,91,149,1.6373626,61,0.409396,148,0.9932886,108,0.7297297,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NTX01,ONE HEALTH GROUP LTD,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVQ,ONE HEALTHCARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,0,56,0,0,0,56,1,51,0.9107143,0,39,0,0,0,39,1,35,0.8974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,1,16,0.9411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1390,2095,1.5071942,1299,0.6200477,2086,0.9957041,1478,0.7085331,871,994,1.141217,801,0.805835,990,0.9959759,701,0.7080808,737,695,0.9430122,695,1,693,0.9971223,528,0.7619048,134,106,0.7910448,106,1,106,1,81,0.7641509,519,1101,2.1213873,498,0.4523161,1096,0.9954587,777,0.7089416,398,404,1.0150754,404,1,404,1,315,0.779703,121,94,0.7768595,94,1,94,1,66,0.7021277
NVC14,PARK HILL HOSPITAL,109,352,3.2293578,316,0.8977273,351,0.9971591,290,0.8262108,50,178,3.56,166,0.9325843,177,0.994382,146,0.8248588,50,166,3.32,166,1,165,0.9939759,140,0.8484848,0,0,0,0,0,0,0,0,0,59,174,2.9491525,150,0.862069,174,1,144,0.8275862,59,150,2.5423729,150,1,150,1,130,0.8666667,0,0,0,0,0,0,0,0,0
NTPH5,PENINSULA NHS TREATMENT CENTRE,788,604,0.7664975,532,0.8807947,603,0.9983444,532,0.8822554,361,253,0.700831,247,0.9762846,253,1,230,0.9090909,347,*,*,*,*,*,*,*,*,14,*,*,*,*,*,*,*,*,427,351,0.8220141,285,0.8119658,350,0.997151,302,0.8628571,406,272,0.6699507,272,1,272,1,242,0.8897059,21,13,0.6190476,13,1,13,1,11,0.8461538
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1319,688,0.5216073,533,0.7747093,687,0.9985465,445,0.6477438,570,290,0.5087719,240,0.8275862,289,0.9965517,183,0.633218,503,219,0.4353877,219,1,219,1,158,0.7214612,67,21,0.3134328,21,1,21,1,11,0.5238095,749,398,0.5313752,293,0.7361809,398,1,262,0.6582915,684,271,0.3961988,271,1,271,1,210,0.7749077,65,22,0.3384615,22,1,22,1,9,0.4090909
NVC15,PINEHILL HOSPITAL,274,256,0.9343066,186,0.7265625,256,1,228,0.890625,195,151,0.774359,139,0.9205298,151,1,134,0.8874172,180,127,0.7055556,127,1,127,1,113,0.8897638,15,12,0.8,12,1,12,1,10,0.8333333,79,105,1.3291139,47,0.447619,105,1,94,0.8952381,79,47,0.5949367,47,1,47,1,42,0.893617,0,0,0,0,0,0,0,0,0
RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,*,0,*,0,0,0,0,0,0
RHU,PORTSMOUTH HOSPITALS NHS TRUST,1481,845,0.5705604,710,0.8402367,840,0.9940828,663,0.7892857,785,454,0.5783439,401,0.8832599,451,0.9933921,362,0.8026608,705,395,0.5602837,395,1,394,0.9974684,329,0.8350254,80,6,0.075,6,1,6,1,4,0.6666667,696,391,0.5617816,309,0.7902813,389,0.9948849,301,0.7737789,643,*,*,*,*,*,*,*,*,53,*,*,*,*,*,*,*,*
NVC16,RENACRES HOSPITAL,387,358,0.9250646,328,0.9162011,356,0.9944134,272,0.7640449,169,154,0.9112426,144,0.9350649,152,0.987013,123,0.8092105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,218,204,0.9357798,184,0.9019608,204,1,149,0.7303922,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NVC19,RIVERS HOSPITAL,416,286,0.6875,266,0.9300699,284,0.993007,234,0.8239437,206,154,0.7475728,146,0.9480519,152,0.987013,123,0.8092105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,210,132,0.6285714,120,0.9090909,132,1,111,0.8409091,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NVC17,ROWLEY HALL HOSPITAL,328,128,0.3902439,106,0.828125,127,0.9921875,111,0.8740157,184,72,0.3913043,62,0.8611111,72,1,65,0.9027778,*,62,*,62,1,62,1,55,0.8870968,*,0,*,0,0,0,0,0,0,144,56,0.3888889,44,0.7857143,55,0.9821429,46,0.8363636,*,44,0.3098592,*,1,44,1,40,0.9090909,*,0,*,0,0,0,0,0,0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,939,825,0.8785942,630,0.7636364,665,0.8060606,552,0.8300752,503,390,0.7753479,316,0.8102564,313,0.8025641,267,0.8530351,454,289,0.6365639,289,1,239,0.8269896,220,0.9205021,49,27,0.5510204,27,1,23,0.8518519,16,0.6956522,436,435,0.9977064,314,0.7218391,352,0.8091954,285,0.8096591,407,300,0.7371007,300,1,244,0.8133333,210,0.8606557,29,14,0.4827586,14,1,11,0.7857143,9,0.8181818
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,859,862,1.0034924,478,0.5545244,858,0.9953596,573,0.6678322,490,464,0.9469388,276,0.5948276,463,0.9978448,310,0.6695464,437,264,0.604119,264,1,264,1,223,0.844697,53,12,0.2264151,12,1,12,1,9,0.75,369,398,1.0785908,202,0.5075377,395,0.9924623,263,0.6658228,347,191,0.5504323,191,1,191,1,166,0.8691099,22,11,0.5,11,1,11,1,5,0.4545455
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1200,1112,0.9266667,954,0.8579137,1109,0.9973022,880,0.7935077,709,689,0.9717913,608,0.8824383,688,0.9985486,543,0.7892442,638,560,0.8777429,560,1,560,1,473,0.8446429,71,48,0.6760563,48,1,48,1,34,0.7083333,491,423,0.8615071,346,0.8179669,421,0.9952719,337,0.8004751,427,318,0.7447307,318,1,318,1,275,0.8647799,64,28,0.4375,28,1,28,1,21,0.75
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,936,831,0.8878205,649,0.7809868,777,0.9350181,531,0.6833977,400,333,0.8325,275,0.8258258,312,0.9369369,208,0.6666667,380,263,0.6921053,263,1,254,0.9657795,185,0.7283465,20,12,0.6,12,1,12,1,2,0.1666667,536,498,0.9291045,374,0.751004,465,0.9337349,323,0.6946237,507,361,0.7120316,361,1,354,0.9806094,258,0.7288136,29,13,0.4482759,13,1,13,1,7,0.5384615
RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,731,808,1.1053352,426,0.5272277,798,0.9876238,469,0.5877193,317,358,1.1293375,177,0.4944134,352,0.9832402,191,0.5426136,283,162,0.5724382,162,1,162,1,117,0.7222222,34,15,0.4411765,15,1,15,1,8,0.5333333,414,450,1.0869565,249,0.5533333,446,0.9911111,278,0.6233184,378,229,0.6058201,229,1,229,1,173,0.7554585,36,20,0.5555556,20,1,20,1,16,0.8
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,1024,617,0.6025391,418,0.6774716,494,0.8006483,305,0.6174089,444,283,0.6373874,195,0.6890459,220,0.7773852,124,0.5636364,279,121,0.4336918,121,1,104,0.8595041,63,0.6057692,165,74,0.4484848,74,1,59,0.7972973,32,0.5423729,580,334,0.5758621,223,0.6676647,274,0.8203593,181,0.6605839,430,165,0.3837209,165,1,144,0.8727273,106,0.7361111,150,58,0.3866667,58,1,52,0.8965517,37,0.7115385
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,705,663,0.9404255,508,0.7662142,659,0.9939668,489,0.7420334,342,306,0.8947368,257,0.8398693,304,0.9934641,232,0.7631579,322,247,0.7670807,247,1,247,1,202,0.8178138,20,10,0.5,10,1,10,1,8,0.8,363,357,0.9834711,251,0.7030812,355,0.9943978,257,0.7239437,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,617,992,1.6077796,551,0.5554435,990,0.9979839,642,0.6484848,348,512,1.4712644,277,0.5410156,511,0.9980469,334,0.6536204,291,237,0.814433,237,1,237,1,183,0.7721519,57,40,0.7017544,40,1,40,1,29,0.725,269,480,1.7843866,274,0.5708333,479,0.9979167,308,0.6430063,253,261,1.0316206,261,1,260,0.9961686,196,0.7538462,16,13,0.8125,13,1,13,1,10,0.7692308
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,453,166,0.3664459,80,0.4819277,166,1,113,0.6807229,219,66,0.3013699,35,0.530303,66,1,51,0.7727273,204,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*,234,100,0.4273504,45,0.45,100,1,62,0.62,208,*,*,*,*,*,*,*,*,26,*,*,*,*,*,*,*,*
RNZ,SALISBURY NHS FOUNDATION TRUST,516,444,0.8604651,310,0.6981982,444,1,356,0.8018018,285,228,0.8,163,0.7149123,228,1,183,0.8026316,262,153,0.5839695,153,1,153,1,137,0.8954248,23,10,0.4347826,10,1,10,1,9,0.9,231,216,0.9350649,147,0.6805556,216,1,173,0.8009259,217,*,*,*,*,*,*,*,*,14,*,*,*,*,*,*,*,*
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,495,366,0.7393939,351,0.9590164,365,0.9972678,275,0.7534247,203,151,0.7438424,146,0.9668874,151,1,109,0.7218543,*,*,*,*,*,*,*,104,*,*,*,*,*,*,*,*,0,*,292,215,0.7363014,205,0.9534884,214,0.9953488,166,0.7757009,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2172,1238,0.5699816,970,0.7835218,1231,0.9943457,884,0.7181154,1084,595,0.548893,487,0.8184874,592,0.994958,428,0.722973,961,418,0.4349636,418,1,418,1,336,0.8038278,123,69,0.5609756,69,1,69,1,52,0.7536232,1088,643,0.5909926,483,0.7511664,639,0.9937792,456,0.713615,963,417,0.4330218,417,1,417,1,344,0.82494,125,66,0.528,66,1,66,1,48,0.7272727
NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,895,518,0.5787709,432,0.8339768,517,0.9980695,465,0.8994197,509,273,0.5363458,249,0.9120879,273,1,247,0.9047619,469,243,0.5181237,243,1,243,1,224,0.9218107,40,6,0.15,6,1,6,1,5,0.8333333,386,245,0.634715,183,0.7469388,244,0.9959184,218,0.8934426,380,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,741,935,1.2618084,607,0.6491979,933,0.997861,628,0.6730975,344,390,1.1337209,280,0.7179487,389,0.9974359,265,0.6812339,331,272,0.8217523,272,1,272,1,212,0.7794118,13,8,0.6153846,8,1,8,1,6,0.75,397,545,1.372796,327,0.6,544,0.9981651,363,0.6672794,374,315,0.842246,315,1,314,0.9968254,242,0.7707006,23,12,0.5217391,12,1,12,1,9,0.75
RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,423,473,1.1182033,361,0.7632135,469,0.9915433,338,0.7206823,241,268,1.1120332,202,0.7537313,265,0.988806,188,0.709434,222,190,0.8558559,190,1,189,0.9947368,145,0.7671958,19,12,0.6315789,12,1,12,1,9,0.75,182,205,1.1263736,159,0.7756098,204,0.995122,150,0.7352941,173,*,*,*,*,*,*,*,*,9,*,*,*,*,*,*,*,*
NFH01,SOMERSET SURGICAL SERVICES,12,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1723,1809,1.0499129,1495,0.8264234,1794,0.9917081,1370,0.7636566,740,772,1.0432432,653,0.8458549,767,0.9935233,596,0.7770535,680,602,0.8852941,602,1,598,0.9933555,499,0.8344482,60,51,0.85,51,1,51,1,40,0.7843137,983,1037,1.0549339,842,0.8119576,1027,0.9903568,774,0.7536514,924,791,0.8560606,791,1,786,0.9936789,644,0.8193384,59,51,0.8644068,51,1,51,1,32,0.627451
RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,208,180,0.8653846,136,0.7555556,179,0.9944444,144,0.8044693,93,77,0.827957,62,0.8051948,76,0.987013,61,0.8026316,*,62,*,62,1,62,1,52,0.8387097,*,0,*,0,0,0,0,0,0,115,103,0.8956522,74,0.7184466,103,1,83,0.8058252,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,737,884,1.1994573,694,0.7850679,878,0.9932127,715,0.8143508,357,359,1.0056022,327,0.9108635,356,0.9916435,296,0.8314607,322,301,0.9347826,301,1,301,1,255,0.8471761,35,26,0.7428571,26,1,26,1,23,0.8846154,380,525,1.3815789,367,0.6990476,522,0.9942857,419,0.802682,348,343,0.9856322,343,1,342,0.9970845,288,0.8421053,32,24,0.75,24,1,24,1,21,0.875
NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,441,455,1.031746,368,0.8087912,455,1,346,0.7604396,185,196,1.0594595,159,0.8112245,196,1,153,0.7806122,*,*,*,*,*,*,*,126,*,*,*,*,*,*,*,*,0,*,256,259,1.0117188,209,0.8069498,259,1,193,0.7451737,249,203,0.815261,203,1,203,1,157,0.773399,7,6,0.8571429,6,1,6,1,6,1
RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,723,488,0.6749654,175,0.3586066,448,0.9180328,290,0.6473214,351,218,0.6210826,97,0.4449541,199,0.912844,129,0.6482412,327,*,*,*,*,*,*,*,*,24,*,*,*,*,*,*,*,*,372,270,0.7258065,78,0.2888889,249,0.9222222,161,0.6465863,345,78,0.226087,78,1,72,0.9230769,57,0.7916667,27,0,0,0,0,0,0,0,0
RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,382,372,0.973822,264,0.7096774,372,1,273,0.733871,174,155,0.8908046,117,0.7548387,155,1,112,0.7225806,164,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*,208,217,1.0432692,147,0.6774194,217,1,161,0.7419355,197,*,*,*,*,*,*,*,*,11,*,*,*,*,*,*,*,*
NT312,SPIRE ALEXANDRA HOSPITAL,240,127,0.5291667,115,0.9055118,108,0.8503937,84,0.7777778,88,48,0.5454545,45,0.9375,41,0.8541667,32,0.7804878,88,45,0.5113636,45,1,39,0.8666667,30,0.7692308,0,0,0,0,0,0,0,0,0,152,79,0.5197368,70,0.8860759,67,0.8481013,52,0.7761194,*,70,0.4666667,*,1,64,0.9142857,49,0.765625,*,0,*,0,0,0,0,0,0
NT302,SPIRE BRISTOL HOSPITAL,395,464,1.1746835,316,0.6810345,423,0.9116379,355,0.8392435,216,211,0.9768519,168,0.7962085,187,0.8862559,156,0.8342246,216,168,0.7777778,168,1,168,1,143,0.8511905,0,0,0,0,0,0,0,0,0,179,253,1.4134078,148,0.5849802,236,0.9328063,199,0.8432203,179,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*
NT315,SPIRE BUSHEY HOSPITAL,97,137,1.4123711,65,0.4744526,89,0.649635,70,0.7865169,56,69,1.2321429,40,0.5797101,50,0.7246377,43,0.86,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,68,1.6585366,25,0.3676471,39,0.5735294,27,0.6923077,41,25,0.6097561,25,1,25,1,18,0.72,0,0,0,0,0,0,0,0,0
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,281,165,0.5871886,127,0.769697,136,0.8242424,111,0.8161765,136,95,0.6985294,71,0.7473684,77,0.8105263,61,0.7922078,*,71,*,71,1,71,1,57,0.8028169,*,0,*,0,0,0,0,0,0,145,70,0.4827586,56,0.8,59,0.8428571,50,0.8474576,*,56,0.3943662,*,1,56,1,47,0.8392857,*,0,*,0,0,0,0,0,0
NT324,SPIRE CHESHIRE HOSPITAL,287,169,0.5888502,152,0.8994083,145,0.8579882,118,0.8137931,141,86,0.6099291,80,0.9302326,77,0.8953488,61,0.7922078,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,146,83,0.5684932,72,0.8674699,68,0.8192771,57,0.8382353,139,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
NT345,SPIRE CLARE PARK HOSPITAL,100,92,0.92,56,0.6086957,83,0.9021739,70,0.8433735,59,47,0.7966102,35,0.7446809,43,0.9148936,37,0.8604651,59,35,0.5932203,35,1,35,1,31,0.8857143,0,0,0,0,0,0,0,0,0,41,45,1.097561,21,0.4666667,40,0.8888889,33,0.825,41,21,0.5121951,21,1,21,1,17,0.8095238,0,0,0,0,0,0,0,0,0
NT344,SPIRE DUNEDIN HOSPITAL,76,36,0.4736842,34,0.9444444,33,0.9166667,24,0.7272727,41,20,0.4878049,19,0.95,18,0.9,12,0.6666667,*,19,*,19,1,17,0.8947368,11,0.6470588,*,0,*,0,0,0,0,0,0,35,16,0.4571429,15,0.9375,15,0.9375,12,0.8,*,15,0.4411765,*,1,14,0.9333333,11,0.7857143,*,0,*,0,0,0,0,0,0
NT348,SPIRE ELLAND HOSPITAL,454,220,0.4845815,198,0.9,146,0.6636364,122,0.8356164,201,95,0.4726368,88,0.9263158,62,0.6526316,53,0.8548387,*,*,*,*,*,*,*,52,*,*,*,*,*,*,*,*,0,*,253,125,0.4940711,110,0.88,84,0.672,69,0.8214286,*,110,0.4417671,*,1,74,0.6727273,62,0.8378378,*,0,*,0,0,0,0,0,0
NT347,SPIRE FYLDE COAST HOSPITAL,320,190,0.59375,144,0.7578947,177,0.9315789,135,0.7627119,151,80,0.5298013,62,0.775,74,0.925,56,0.7567568,151,62,0.410596,62,1,59,0.9516129,50,0.8474576,0,0,0,0,0,0,0,0,0,169,110,0.6508876,82,0.7454545,103,0.9363636,79,0.7669903,*,82,0.4939759,*,1,78,0.9512195,65,0.8333333,*,0,*,0,0,0,0,0,0
NT308,SPIRE GATWICK PARK HOSPITAL,105,217,2.0666667,36,0.1658986,165,0.7603687,128,0.7757576,70,110,1.5714286,22,0.2,82,0.7454545,65,0.7926829,*,*,*,*,*,*,*,16,*,*,*,*,*,*,*,*,0,*,35,107,3.0571429,14,0.1308411,83,0.7757009,63,0.7590361,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT316,SPIRE HARPENDEN HOSPITAL,369,155,0.4200542,115,0.7419355,129,0.8322581,107,0.8294574,170,77,0.4529412,62,0.8051948,67,0.8701299,55,0.8208955,162,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*,199,78,0.3919598,53,0.6794872,62,0.7948718,52,0.8387097,*,53,0.2704082,*,1,45,0.8490566,39,0.8666667,*,0,*,0,0,0,0,0,0
NT319,SPIRE HARTSWOOD HOSPITAL,136,137,1.0073529,59,0.4306569,111,0.810219,95,0.8558559,53,55,1.0377358,24,0.4363636,48,0.8727273,43,0.8958333,*,24,*,24,1,24,1,23,0.9583333,*,0,*,0,0,0,0,0,0,83,82,0.9879518,35,0.4268293,63,0.7682927,52,0.8253968,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,971,508,0.523172,475,0.9350394,444,0.8740157,377,0.8490991,473,225,0.4756871,218,0.9688889,195,0.8666667,162,0.8307692,465,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*,498,283,0.5682731,257,0.9081272,249,0.8798587,215,0.8634538,488,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*
NT332,SPIRE LEEDS HOSPITAL,413,237,0.5738499,178,0.7510549,191,0.8059072,150,0.7853403,193,113,0.5854922,84,0.7433628,87,0.7699115,71,0.816092,193,84,0.4352332,84,1,84,1,68,0.8095238,0,0,0,0,0,0,0,0,0,220,124,0.5636364,94,0.7580645,104,0.8387097,79,0.7596154,*,94,0.4292237,*,1,94,1,71,0.7553191,*,0,*,0,0,0,0,0,0
NT322,SPIRE LEICESTER HOSPITAL,447,360,0.8053691,326,0.9055556,266,0.7388889,229,0.8609023,196,157,0.8010204,143,0.910828,114,0.7261146,96,0.8421053,196,143,0.7295918,143,1,107,0.7482517,90,0.8411215,0,0,0,0,0,0,0,0,0,251,203,0.8087649,183,0.9014778,152,0.7487685,133,0.875,251,183,0.7290837,183,1,136,0.7431694,120,0.8823529,0,0,0,0,0,0,0,0,0
NT321,SPIRE LITTLE ASTON HOSPITAL,400,225,0.5625,198,0.88,195,0.8666667,154,0.7897436,168,100,0.5952381,90,0.9,84,0.84,67,0.797619,*,90,*,90,1,82,0.9111111,66,0.804878,*,0,*,0,0,0,0,0,0,232,125,0.5387931,108,0.864,111,0.888,87,0.7837838,225,108,0.48,108,1,98,0.9074074,77,0.7857143,7,0,0,0,0,0,0,0,0
NT337,SPIRE LIVERPOOL HOSPITAL,409,224,0.5476773,201,0.8973214,169,0.7544643,137,0.8106509,140,77,0.55,71,0.9220779,58,0.7532468,45,0.7758621,*,*,*,*,*,*,*,42,*,*,*,*,*,*,*,*,0,*,269,147,0.5464684,130,0.8843537,111,0.755102,92,0.8288288,*,130,0.490566,*,1,97,0.7461538,85,0.8762887,*,0,*,0,0,0,0,0,0
NT314,SPIRE LONDON EAST,136,103,0.7573529,75,0.7281553,62,0.6019417,44,0.7096774,31,26,0.8387097,18,0.6923077,15,0.5769231,9,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,105,77,0.7333333,57,0.7402597,47,0.6103896,35,0.7446809,*,*,*,*,*,*,0.5892857,*,0.6969697,*,*,*,*,*,0,*,0,*
