Organisation Code,Organisation Name,All Procedures - Total HES Procedures,All Procedures - Total Pre-Op Qs,All Procedures - Participation Rate,All Procedures - Total Linked,All Procedures - Linkage rate,All Procedures - Total Q2s sent to date,All Procedures - Issue rate,All Procedures - Total Q2s returned to date,All Procedures - Response rate,Hip Replacement - Total HES Procedures,Hip Replacement - Total Pre-Op Qs,Hip Replacement - Participation Rate,Hip Replacement - Total Linked,Hip Replacement - Linkage rate,Hip Replacement - Total Q2s sent to date,Hip Replacement - Issue rate,Hip Replacement - Total Q2s returned to date,Hip Replacement - Response rate,Primary Hip Replacement - Total HES Procedures,Primary Hip Replacement - Total Pre-Op Qs,Primary Hip Replacement - Participation Rate,Primary Hip Replacement - Total Linked,Primary Hip Replacement - Linkage rate,Primary Hip Replacement - Total Q2s sent to date,Primary Hip Replacement - Issue rate,Primary Hip Replacement - Total Q2s returned to date,Primary Hip Replacement - Response rate,Revision Hip Replacement - Total HES Procedures,Revision Hip Replacement - Total Pre-Op Qs,Revision Hip Replacement - Participation Rate,Revision Hip Replacement - Total Linked,Revision Hip Replacement - Linkage rate,Revision Hip Replacement - Total Q2s sent to date,Revision Hip Replacement - Issue rate,Revision Hip Replacement - Total Q2s returned to date,Revision Hip Replacement - Response rate,Knee Replacement - Total HES Procedures,Knee Replacement - Total Pre-Op Qs,Knee Replacement - Participation Rate,Knee Replacement - Total Linked,Knee Replacement - Linkage rate,Knee Replacement - Total Q2s sent to date,Knee Replacement - Issue rate,Knee Replacement - Total Q2s returned to date,Knee Replacement - Response rate,Primary Knee Replacement - Total HES Procedures,Primary Knee Replacement - Total Pre-Op Qs,Primary Knee Replacement - Participation Rate,Primary Knee Replacement - Total Linked,Primary Knee Replacement - Linkage rate,Primary Knee Replacement - Total Q2s sent to date,Primary Knee Replacement - Issue rate,Primary Knee Replacement - Total Q2s returned to date,Primary Knee Replacement - Response rate,Revision Knee Replacement - Total HES Procedures,Revision Knee Replacement - Total Pre-Op Qs,Revision Knee Replacement - Participation Rate,Revision Knee Replacement - Total Linked,Revision Knee Replacement - Linkage rate,Revision Knee Replacement - Total Q2s sent to date,Revision Knee Replacement - Issue rate,Revision Knee Replacement - Total Q2s returned to date,Revision Knee Replacement - Response rate
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",338,197,0.5828402,181,0.9187817,196,0.9949239,155,0.7908163,142,90,0.6338028,81,0.9,90,1,74,0.8222222,142,81,0.5704225,81,1,81,1,70,0.8641975,0,0,0,0,0,0,0,0,0,196,107,0.5459184,100,0.9345794,106,0.9906542,81,0.7641509,*,100,0.5154639,*,1,100,1,78,0.78,*,0,*,0,0,0,0,0,0
NT245,"NUFFIELD HEALTH, YORK HOSPITAL",374,330,0.8823529,321,0.9727273,329,0.9969697,278,0.8449848,172,153,0.8895349,151,0.9869281,153,1,130,0.8496732,163,*,*,*,*,*,*,*,*,9,*,*,*,*,*,*,*,*,202,177,0.8762376,170,0.960452,176,0.9943503,148,0.8409091,193,164,0.8497409,164,1,163,0.9939024,140,0.8588957,9,6,0.6666667,6,1,6,1,6,1
NHW02,NUFFIELD HOSPITAL (STANDARD HEALTH),29,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,*,0,*,0,0,0,0,0,0
NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),119,132,1.1092437,123,0.9318182,131,0.9924242,106,0.8091603,68,72,1.0588235,67,0.9305556,71,0.9861111,60,0.8450704,*,67,*,67,1,67,1,57,0.8507463,*,0,*,0,0,0,0,0,0,51,60,1.1764706,56,0.9333333,60,1,46,0.7666667,51,56,1.0980392,56,1,56,1,44,0.7857143,0,0,0,0,0,0,0,0,0
NVC12,OAKLANDS HOSPITAL,432,352,0.8148148,314,0.8920455,347,0.9857955,225,0.648415,184,142,0.7717391,134,0.943662,141,0.9929577,95,0.6737589,178,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,248,210,0.8467742,180,0.8571429,206,0.9809524,130,0.631068,*,180,0.7317073,*,1,179,0.9944444,117,0.6536313,*,0,*,0,0,0,0,0,0
NVC13,OAKS HOSPITAL,43,543,12.627907,32,0.0589319,530,0.9760589,356,0.6716981,19,228,12,14,0.0614035,223,0.9780702,153,0.6860987,19,14,0.7368421,14,1,14,1,11,0.7857143,0,0,0,0,0,0,0,0,0,24,315,13.125,18,0.0571429,307,0.9746032,203,0.6612378,24,18,0.75,18,1,18,1,16,0.8888889,0,0,0,0,0,0,0,0,0
NTX51,ONE HEALTH GROUP - BARLBOROUGH TREATMENT CENTRE,7,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTX12,ONE HEALTH GROUP CLINIC - CLAREMONT,31,73,2.3548387,23,0.3150685,72,0.9863014,56,0.7777778,14,26,1.8571429,10,0.3846154,25,0.9615385,20,0.8,14,10,0.7142857,10,1,10,1,7,0.7,0,0,0,0,0,0,0,0,0,17,47,2.7647059,13,0.2765957,47,1,36,0.7659574,17,13,0.7647059,13,1,13,1,13,1,0,0,0,0,0,0,0,0,0
NTX11,ONE HEALTH GROUP CLINIC - THORNBURY,155,174,1.1225806,92,0.5287356,173,0.9942529,124,0.716763,69,81,1.173913,39,0.4814815,80,0.9876543,56,0.7,69,39,0.5652174,39,1,39,1,28,0.7179487,0,0,0,0,0,0,0,0,0,86,93,1.0813953,53,0.5698925,93,1,68,0.7311828,86,53,0.6162791,53,1,53,1,43,0.8113208,0,0,0,0,0,0,0,0,0
NTX01,ONE HEALTH GROUP LTD,40,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVQ,ONE HEALTHCARE,319,362,1.1347962,256,0.7071823,359,0.9917127,266,0.7409471,109,129,1.1834862,89,0.6899225,129,1,96,0.744186,109,89,0.8165138,89,1,89,1,70,0.7865169,0,0,0,0,0,0,0,0,0,210,233,1.1095238,167,0.7167382,230,0.9871245,170,0.7391304,*,*,*,*,*,*,*,*,0.8242424,*,*,*,*,*,*,*,0,*
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,45,55,1.2222222,40,0.7272727,55,1,42,0.7636364,27,32,1.1851852,23,0.71875,32,1,25,0.78125,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,23,1.2777778,17,0.7391304,23,1,17,0.7391304,*,17,1,*,1,17,1,12,0.7058824,*,0,*,0,0,0,0,0,0
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1644,1793,1.0906326,1316,0.7339654,1776,0.9905187,1137,0.6402027,781,863,1.1049936,655,0.7589803,854,0.9895713,560,0.6557377,654,578,0.883792,578,1,571,0.9878893,421,0.737303,127,77,0.6062992,77,1,77,1,57,0.7402597,863,930,1.0776362,661,0.7107527,922,0.9913978,577,0.6258134,767,604,0.7874837,604,1,601,0.9950331,450,0.7487521,96,57,0.59375,57,1,57,1,35,0.6140351
NVC14,PARK HILL HOSPITAL,135,480,3.5555556,363,0.75625,478,0.9958333,309,0.6464435,64,201,3.140625,164,0.8159204,201,1,124,0.6169154,*,*,*,*,*,*,*,110,*,*,*,*,*,*,*,*,0,*,71,279,3.9295775,199,0.7132616,277,0.9928315,185,0.66787,*,199,2.9264706,*,1,199,1,152,0.7638191,*,0,*,0,0,0,0,0,0
NTPH5,PENINSULA NHS TREATMENT CENTRE,638,1029,1.6128527,953,0.9261419,1024,0.9951409,836,0.8164063,330,501,1.5181818,463,0.9241517,496,0.99002,406,0.8185484,324,456,1.4074074,456,1,453,0.9934211,377,0.8322296,6,7,1.1666667,7,1,7,1,6,0.8571429,308,528,1.7142857,490,0.9280303,528,1,430,0.8143939,294,474,1.6122449,474,1,474,1,395,0.8333333,14,16,1.1428571,16,1,16,1,11,0.6875
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1215,856,0.7045267,631,0.7371495,844,0.9859813,481,0.5699052,516,355,0.6879845,266,0.7492958,348,0.9802817,206,0.591954,456,254,0.5570175,254,1,254,1,174,0.6850394,60,12,0.2,12,1,12,1,8,0.6666667,699,501,0.7167382,365,0.7285429,496,0.99002,275,0.5544355,640,348,0.54375,348,1,347,0.9971264,241,0.6945245,59,17,0.2881356,17,1,17,1,10,0.5882353
NVC15,PINEHILL HOSPITAL,371,337,0.9083558,327,0.9703264,337,1,286,0.8486647,201,178,0.8855721,175,0.9831461,178,1,152,0.8539326,193,169,0.8756477,169,1,169,1,146,0.8639053,8,6,0.75,6,1,6,1,5,0.8333333,170,159,0.9352941,152,0.9559748,159,1,134,0.8427673,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,*,0,*,0,0,0,0,0,0
RHU,PORTSMOUTH HOSPITALS NHS TRUST,1353,443,0.3274205,348,0.785553,432,0.9751693,304,0.7037037,638,240,0.3761755,189,0.7875,233,0.9708333,169,0.7253219,585,*,*,*,*,*,*,*,*,53,*,*,*,*,*,*,*,*,715,203,0.2839161,159,0.7832512,199,0.9802956,135,0.678392,652,*,*,*,*,*,*,*,*,63,*,*,*,*,*,*,*,*
NVC16,RENACRES HOSPITAL,359,263,0.7325905,249,0.9467681,263,1,202,0.7680608,130,106,0.8153846,98,0.9245283,106,1,87,0.8207547,*,*,*,*,*,*,*,82,*,*,*,*,*,*,*,*,0,*,229,157,0.6855895,151,0.9617834,157,1,115,0.7324841,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NVC19,RIVERS HOSPITAL,464,322,0.6939655,297,0.9223602,322,1,254,0.7888199,218,169,0.7752294,158,0.9349112,169,1,134,0.7928994,*,*,*,*,*,*,*,126,*,*,*,*,*,*,*,*,0,*,246,153,0.6219512,139,0.9084967,153,1,120,0.7843137,*,*,*,*,*,*,*,*,0.8115942,*,*,*,*,*,*,*,0,*
NVC17,ROWLEY HALL HOSPITAL,371,435,1.1725067,384,0.8827586,429,0.9862069,278,0.6480186,180,198,1.1,178,0.8989899,196,0.989899,135,0.6887755,*,*,*,*,*,*,*,126,*,*,*,*,*,*,*,*,0,*,191,237,1.2408377,206,0.8691983,233,0.9831224,143,0.6137339,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,804,686,0.8532338,448,0.6530612,241,0.351312,241,1,391,257,0.657289,175,0.6809339,93,0.3618677,93,1,347,167,0.481268,167,1,74,0.4431138,74,1,44,8,0.1818182,8,1,3,0.375,3,1,413,429,1.0387409,273,0.6363636,148,0.3449883,148,1,382,258,0.6753927,258,1,113,0.4379845,113,1,31,15,0.483871,15,1,1,0.0666667,1,1
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,950,796,0.8378947,441,0.5540201,776,0.9748744,435,0.560567,510,423,0.8294118,246,0.5815603,416,0.9834515,241,0.5793269,443,217,0.489842,217,1,213,0.9815668,151,0.7089202,67,29,0.4328358,29,1,29,1,17,0.5862069,440,373,0.8477273,195,0.5227882,360,0.9651475,194,0.5388889,413,186,0.4503632,186,1,182,0.9784946,122,0.6703297,27,9,0.3333333,9,1,9,1,6,0.6666667
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1365,889,0.6512821,760,0.8548931,877,0.9865017,679,0.7742303,683,507,0.7423133,417,0.8224852,505,0.9960552,374,0.7405941,624,400,0.6410256,400,1,400,1,319,0.7975,59,17,0.2881356,17,1,17,1,10,0.5882353,682,382,0.5601173,343,0.8979058,372,0.973822,305,0.8198925,599,317,0.5292154,317,1,315,0.9936909,267,0.847619,83,26,0.313253,26,1,26,1,23,0.8846154
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,816,644,0.7892157,356,0.552795,582,0.9037267,264,0.4536082,330,289,0.8757576,167,0.5778547,260,0.899654,126,0.4846154,311,*,*,*,*,*,*,*,*,19,*,*,*,*,*,*,*,*,486,355,0.7304527,189,0.5323944,322,0.9070423,138,0.4285714,464,183,0.3943966,183,1,174,0.9508197,98,0.5632184,22,6,0.2727273,6,1,6,1,3,0.5
RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,664,735,1.1069277,272,0.370068,733,0.9972789,331,0.4515689,312,335,1.0737179,104,0.3104478,334,0.9970149,146,0.4371257,281,91,0.3238434,91,1,90,0.989011,49,0.5444444,31,13,0.4193548,13,1,13,1,6,0.4615385,352,400,1.1363636,168,0.42,399,0.9975,185,0.4636591,336,162,0.4821429,162,1,162,1,101,0.6234568,16,6,0.375,6,1,6,1,3,0.5
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,973,735,0.7553957,497,0.6761905,662,0.9006803,323,0.4879154,432,324,0.75,220,0.6790123,285,0.8796296,157,0.5508772,280,147,0.525,147,1,145,0.9863946,86,0.5931034,152,73,0.4802632,73,1,68,0.9315068,46,0.6764706,541,411,0.7597043,277,0.6739659,377,0.9172749,166,0.4403183,376,190,0.5053191,190,1,188,0.9894737,106,0.5638298,165,87,0.5272727,87,1,85,0.9770115,40,0.4705882
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,635,683,1.0755906,503,0.7364568,674,0.9868228,452,0.6706231,330,339,1.0272727,267,0.7876106,335,0.9882006,238,0.7104478,320,261,0.815625,261,1,260,0.9961686,196,0.7538462,10,6,0.6,6,1,6,1,5,0.8333333,305,344,1.1278689,236,0.6860465,339,0.9854651,214,0.6312684,299,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,566,676,1.1943463,385,0.5695266,670,0.9911243,386,0.5761194,271,355,1.3099631,197,0.5549296,354,0.9971831,208,0.5875706,233,172,0.7381974,172,1,171,0.994186,132,0.7719298,38,25,0.6578947,25,1,25,1,19,0.76,295,321,1.0881356,188,0.5856698,316,0.9844237,178,0.5632911,287,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
8G301,RYALLS ANN (COUNSELLOR),0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,482,240,0.4979253,143,0.5958333,238,0.9916667,139,0.5840336,232,113,0.487069,79,0.699115,112,0.9911504,72,0.6428571,216,*,*,*,*,*,*,*,*,16,*,*,*,*,*,*,*,*,250,127,0.508,64,0.503937,126,0.992126,67,0.531746,226,*,*,*,*,*,*,*,*,24,*,*,*,*,*,*,*,*
RNZ,SALISBURY NHS FOUNDATION TRUST,649,502,0.7734977,407,0.810757,501,0.998008,355,0.7085828,329,254,0.7720365,213,0.8385827,254,1,184,0.7244094,302,200,0.6622517,200,1,200,1,158,0.79,27,13,0.4814815,13,1,13,1,8,0.6153846,320,248,0.775,194,0.7822581,247,0.9959677,171,0.6923077,307,187,0.6091205,187,1,187,1,149,0.7967914,13,7,0.5384615,7,1,6,0.8571429,4,0.6666667
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,847,826,0.9752066,776,0.9394673,822,0.9951574,540,0.6569343,333,330,0.990991,308,0.9333333,329,0.9969697,215,0.6534954,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,514,496,0.9649805,468,0.9435484,493,0.9939516,325,0.6592292,507,461,0.9092702,461,1,459,0.9956616,305,0.664488,7,7,1,7,1,7,1,4,0.5714286
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2150,999,0.4646512,837,0.8378378,995,0.995996,667,0.6703518,967,490,0.5067218,413,0.8428571,487,0.9938776,329,0.6755647,863,394,0.4565469,394,1,393,0.9974619,295,0.7506361,104,19,0.1826923,19,1,19,1,13,0.6842105,1183,509,0.430262,424,0.8330059,508,0.9980354,338,0.6653543,1062,393,0.3700565,393,1,392,0.9974555,292,0.744898,121,31,0.2561983,31,1,31,1,21,0.6774194
NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,1122,1116,0.9946524,986,0.8835125,1074,0.9623656,890,0.8286778,610,616,1.0098361,543,0.8814935,596,0.9675325,487,0.8171141,594,*,*,*,*,*,*,*,*,16,*,*,*,*,*,*,*,*,512,500,0.9765625,443,0.886,478,0.956,403,0.8430962,499,436,0.8737475,436,1,434,0.9954128,373,0.859447,13,7,0.5384615,7,1,7,1,6,0.8571429
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,656,808,1.2317073,355,0.4393564,797,0.9863861,454,0.5696361,326,364,1.1165644,206,0.5659341,360,0.989011,216,0.6,311,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*,330,444,1.3454545,149,0.3355856,437,0.9842342,238,0.5446224,307,143,0.465798,143,1,142,0.993007,97,0.6830986,23,6,0.2608696,6,1,6,1,6,1
RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,300,350,1.1666667,239,0.6828571,349,0.9971429,216,0.6189112,168,194,1.1547619,137,0.7061856,194,1,122,0.628866,156,127,0.8141026,127,1,127,1,94,0.7401575,12,10,0.8333333,10,1,10,1,8,0.8,132,156,1.1818182,102,0.6538462,155,0.9935897,94,0.6064516,119,95,0.7983193,95,1,95,1,69,0.7263158,13,7,0.5384615,7,1,7,1,7,1
NFH01,SOMERSET SURGICAL SERVICES,58,42,0.7241379,33,0.7857143,41,0.9761905,33,0.804878,23,19,0.826087,15,0.7894737,18,0.9473684,15,0.8333333,*,15,*,15,1,14,0.9333333,12,0.8571429,*,0,*,0,0,0,0,0,0,35,23,0.6571429,18,0.7826087,23,1,18,0.7826087,35,18,0.5142857,18,1,18,1,15,0.8333333,0,0,0,0,0,0,0,0,0
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1306,1536,1.1761103,1023,0.6660156,1518,0.9882813,954,0.6284585,635,769,1.2110236,514,0.6684005,762,0.9908973,474,0.6220472,585,473,0.808547,473,1,468,0.9894292,330,0.7051282,50,41,0.82,41,1,40,0.9756098,22,0.55,671,767,1.14307,509,0.6636245,756,0.9856584,480,0.6349206,622,479,0.7700965,479,1,476,0.993737,354,0.7436975,49,30,0.6122449,30,1,30,1,21,0.7
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,197,201,1.0203046,68,0.3383085,200,0.9950249,120,0.6,89,92,1.0337079,31,0.3369565,91,0.9891304,55,0.6043956,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,108,109,1.0092593,37,0.3394495,109,1,65,0.5963303,*,*,*,*,*,*,*,*,0.8055556,*,*,*,*,*,*,*,0,*
RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1048,1069,1.0200382,913,0.8540692,1065,0.9962582,792,0.743662,441,462,1.047619,409,0.8852814,460,0.995671,352,0.7652174,420,393,0.9357143,393,1,392,0.9974555,316,0.8061224,21,16,0.7619048,16,1,16,1,14,0.875,607,607,1,504,0.830313,605,0.9967051,440,0.7272727,562,480,0.8540925,480,1,479,0.9979167,378,0.7891441,45,24,0.5333333,24,1,24,1,15,0.625
NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,474,593,1.2510549,444,0.7487352,580,0.9780776,397,0.6844828,206,251,1.2184466,187,0.7450199,244,0.9721116,169,0.692623,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,268,342,1.2761194,257,0.751462,336,0.9824561,228,0.6785714,258,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*
RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,698,542,0.7765043,168,0.3099631,536,0.9889299,288,0.5373134,332,252,0.7590361,81,0.3214286,249,0.9880952,135,0.5421687,294,*,*,*,*,*,*,*,*,38,*,*,*,*,*,*,*,*,366,290,0.7923497,87,0.3,287,0.9896552,153,0.533101,350,81,0.2314286,81,1,81,1,70,0.8641975,16,6,0.375,6,1,6,1,5,0.8333333
RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,289,276,0.9550173,183,0.6630435,272,0.9855072,179,0.6580882,124,115,0.9274194,81,0.7043478,113,0.9826087,83,0.7345133,124,81,0.6532258,81,1,80,0.9876543,65,0.8125,0,0,0,0,0,0,0,0,0,165,161,0.9757576,102,0.6335404,159,0.9875776,96,0.6037736,*,102,0.6257669,*,1,100,0.9803922,79,0.79,*,0,*,0,0,0,0,0,0
NN802,SPENCER PRIVATE HOSPITALS - ASHFORD,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN801,SPENCER PRIVATE HOSPITALS - MARGATE,296,262,0.8851351,138,0.5267176,259,0.9885496,180,0.6949807,102,100,0.9803922,49,0.49,100,1,70,0.7,102,49,0.4803922,49,1,49,1,40,0.8163265,0,0,0,0,0,0,0,0,0,194,162,0.8350515,89,0.5493827,159,0.9814815,110,0.6918239,*,89,0.4684211,*,1,88,0.988764,67,0.7613636,*,0,*,0,0,0,0,0,0
NT312,SPIRE ALEXANDRA HOSPITAL,343,267,0.7784257,229,0.8576779,156,0.5842697,156,1,121,96,0.7933884,89,0.9270833,55,0.5729167,55,1,121,89,0.7355372,89,1,50,0.5617978,50,1,0,0,0,0,0,0,0,0,0,222,171,0.7702703,140,0.8187135,101,0.5906433,101,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT302,SPIRE BRISTOL HOSPITAL,559,372,0.6654741,301,0.8091398,223,0.5994624,223,1,263,170,0.6463878,142,0.8352941,107,0.6294118,107,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,296,202,0.6824324,159,0.7871287,116,0.5742574,116,1,*,159,0.5408163,*,1,94,0.591195,94,1,*,0,*,0,0,0,0,0,0
NT315,SPIRE BUSHEY HOSPITAL,109,121,1.1100917,97,0.8016529,55,0.4545455,55,1,51,51,1,41,0.8039216,24,0.4705882,24,1,*,*,*,*,*,24,*,24,*,*,*,*,*,*,0,*,0,*,58,70,1.2068966,56,0.8,31,0.4428571,31,1,58,56,0.9655172,56,1,28,0.5,28,1,0,0,0,0,0,0,0,0,0
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,279,368,1.3189964,281,0.763587,197,0.5353261,197,1,142,203,1.4295775,154,0.7586207,110,0.5418719,110,1,*,154,*,154,1,85,0.5519481,85,1,*,0,*,0,0,0,0,0,0,137,165,1.2043796,127,0.769697,87,0.5272727,87,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT324,SPIRE CHESHIRE HOSPITAL,346,373,1.0780347,282,0.7560322,194,0.5201072,194,1,140,146,1.0428571,113,0.7739726,81,0.5547945,81,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,206,227,1.1019417,169,0.7444934,113,0.4977974,113,1,*,*,*,*,*,*,0.5297619,*,1,*,*,*,*,*,0,*,0,*
NT345,SPIRE CLARE PARK HOSPITAL,127,99,0.7795276,79,0.7979798,65,0.6565657,65,1,67,56,0.8358209,44,0.7857143,40,0.7142857,40,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,60,43,0.7166667,35,0.8139535,25,0.5813953,25,1,60,35,0.5833333,35,1,22,0.6285714,22,1,0,0,0,0,0,0,0,0,0
NT344,SPIRE DUNEDIN HOSPITAL,130,79,0.6076923,75,0.9493671,55,0.6962025,55,1,58,39,0.6724138,37,0.9487179,25,0.6410256,25,1,*,37,*,37,1,23,0.6216216,23,1,*,0,*,0,0,0,0,0,0,72,40,0.5555556,38,0.95,30,0.75,30,1,72,38,0.5277778,38,1,29,0.7631579,29,1,0,0,0,0,0,0,0,0,0
NT348,SPIRE ELLAND HOSPITAL,540,547,1.012963,443,0.809872,132,0.2413163,132,1,247,249,1.0080972,210,0.8433735,59,0.2369478,59,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,293,298,1.0170648,233,0.7818792,73,0.2449664,73,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT347,SPIRE FYLDE COAST HOSPITAL,478,378,0.790795,329,0.8703704,139,0.3677249,139,1,207,161,0.7777778,141,0.8757764,58,0.3602484,58,1,207,141,0.6811594,141,1,55,0.3900709,55,1,0,0,0,0,0,0,0,0,0,271,217,0.800738,188,0.8663594,81,0.3732719,81,1,*,*,*,*,*,*,0.3763441,*,1,*,*,*,*,*,0,*,0,*
NT308,SPIRE GATWICK PARK HOSPITAL,73,168,2.3013699,45,0.2678571,92,0.547619,92,1,46,93,2.0217391,28,0.3010753,48,0.516129,48,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,75,2.7777778,17,0.2266667,44,0.5866667,44,1,27,17,0.6296296,17,1,11,0.6470588,11,1,0,0,0,0,0,0,0,0,0
NT316,SPIRE HARPENDEN HOSPITAL,359,352,0.9805014,309,0.8778409,136,0.3863636,136,1,160,158,0.9875,137,0.8670886,65,0.4113924,65,1,153,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*,199,194,0.9748744,172,0.8865979,71,0.3659794,71,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT319,SPIRE HARTSWOOD HOSPITAL,126,91,0.7222222,72,0.7912088,42,0.4615385,42,1,50,37,0.74,29,0.7837838,11,0.2972973,11,1,50,29,0.58,29,1,10,0.3448276,10,1,0,0,0,0,0,0,0,0,0,76,54,0.7105263,43,0.7962963,31,0.5740741,31,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,702,668,0.951567,591,0.8847305,232,0.3473054,232,1,327,311,0.9510703,277,0.8906752,123,0.3954984,123,1,327,277,0.8470948,277,1,118,0.4259928,118,1,0,0,0,0,0,0,0,0,0,375,357,0.952,314,0.8795518,109,0.3053221,109,1,*,*,*,*,*,*,0.3354633,*,1,*,*,*,*,*,0,*,0,*
NT332,SPIRE LEEDS HOSPITAL,467,365,0.7815846,332,0.909589,143,0.3917808,143,1,220,171,0.7772727,160,0.9356725,72,0.4210526,72,1,*,*,*,*,*,68,*,68,*,*,*,*,*,*,0,*,0,*,247,194,0.7854251,172,0.8865979,71,0.3659794,71,1,*,172,0.699187,*,1,66,0.3837209,66,1,*,0,*,0,0,0,0,0,0
